file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp16,fp32,fp32,fp64,not_converged,10,20,190.060356333,2.59879902554e-08,1.48250252181e-08,1.0002924728,31605224
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp16,fp32,fp32,fp64,not_converged,10,21,94.077059,2.45447312577e-08,9.30818172897e-09,1.00000024106,19247384
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp16,fp32,fp32,fp64,not_converged,10,20,183.552695667,2.51786559089e-08,1.36080594808e-08,1.42050664254,30232226
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp16,fp32,fp32,fp64,not_converged,10,20,96.3801293333,2.50700845395e-08,1.0250792256e-08,1.00000525085,19313096
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp16,fp32,fp32,fp64,not_converged,10,20,73.3428276667,2.54244849612e-08,1.86367348959e-08,1.00053258922,15657314
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp16,fp32,fp32,fp64,not_converged,10,20,175.370766667,2.61493451486e-08,1.22747644298e-08,1.0000013991,29944904
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp16,fp32,fp32,fp64,not_converged,10,20,182.68874,2.54998630499e-08,1.49827021069e-08,1.00367898194,30397026
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp16,fp32,fp32,fp64,not_converged,10,20,84.541252,2.70491002868e-08,1.77267300326e-08,1.00002706255,17421674
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp16,fp32,fp32,fp64,not_converged,10,20,145.325172667,2.44807237382e-08,1.08026082632e-08,1.00096185619,25572170
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp16,fp32,fp32,fp64,not_converged,10,20,148.03534,2.52801181582e-08,1.62809468219e-08,1.00003772779,26219496
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp16,fp32,fp32,fp64,not_converged,10,20,70.7838866667,2.46740151712e-08,8.01652009132e-09,1.00239078379,15362634
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp16,fp32,fp32,fp64,not_converged,10,20,140.109689333,2.44899768694e-08,1.35026292271e-08,1.00000196352,25045154
train_012_n1167_k9.62e+02.bin,train,1167,961.825734238,fp16,fp32,fp32,fp64,not_converged,10,20,98.5903166667,2.61901084291e-08,1.73341405733e-08,1.00028939825,19280226
train_013_n1453_k1.60e+04.bin,train,1453,16030.2719896,fp16,fp32,fp32,fp64,not_converged,10,20,176.845756333,2.65228661231e-08,1.16878784311e-08,1.00002635834,29822186
train_014_n1193_k5.15e+01.bin,train,1193,51.4924801273,fp16,fp32,fp32,fp64,not_converged,10,20,102.953090333,2.48913805928e-08,1.34969522137e-08,1.00663747003,20143946
train_015_n1120_k8.22e+04.bin,train,1120,82158.1891322,fp16,fp32,fp32,fp64,not_converged,10,20,86.037258,2.57805148997e-08,8.54461579204e-09,1.00000325711,17766920
train_016_n1164_k2.41e+02.bin,train,1164,241.41921742,fp16,fp32,fp32,fp64,not_converged,10,20,97.9314206667,2.52077667336e-08,1.03150406464e-08,1.00191816279,19181784
train_017_n1362_k5.99e+03.bin,train,1362,5994.90361149,fp16,fp32,fp32,fp64,not_converged,10,20,148.074234667,2.56856314149e-08,1.00766882663e-08,1.00004612996,26219496
train_018_n1245_k9.97e+00.bin,train,1245,9.9712089599,fp16,fp32,fp32,fp64,not_converged,10,20,118.382694667,2.62009196231e-08,1.67123139404e-08,1.02993293238,21928170
