file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp16,fp32,fp32,fp32,ok,1,2,155.937692333,1.92255867005e-07,1.40751945631e-07,1.0002924728,13689128
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp16,fp32,fp32,fp32,ok,1,3,77.9556893333,1.7946839697e-07,2.71379216952e-08,1.00000024106,8361608
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp16,fp32,fp32,fp32,ok,1,2,149.178311,2.16300382754e-07,2.69605629522e-07,1.42050664254,13097570
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp16,fp32,fp32,fp32,ok,1,2,76.735181,1.76856934078e-07,3.29683162311e-08,1.00000525085,8389960
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp16,fp32,fp32,fp32,ok,1,2,57.044165,1.91988174448e-07,1.5788856872e-07,1.00053258922,6812098
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp16,fp32,fp32,fp32,ok,1,2,143.737265,1.81598901396e-07,2.40967194299e-08,1.0000013991,12973768
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp16,fp32,fp32,fp32,ok,1,2,147.755936,2.21086186975e-07,2.82392738455e-07,1.00367898194,13168578
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp16,fp32,fp32,fp32,ok,1,2,66.9648986667,1.72086675824e-07,4.45396231833e-08,1.00002706255,7573754
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp16,fp32,fp32,fp32,ok,1,2,116.726612333,1.89596471586e-07,1.41807764104e-07,1.00096185619,11089210
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp16,fp32,fp32,fp32,ok,1,2,120.692702333,1.82094616116e-07,4.6145378862e-08,1.00003772779,11368248
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp16,fp32,fp32,fp32,ok,1,2,55.6583116667,1.63136035359e-07,1.26730994964e-07,1.00239078379,6684858
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp16,fp32,fp32,fp32,ok,1,2,113.608237667,1.85629354651e-07,4.67943029241e-08,1.00000196352,10862018
train_012_n1167_k9.62e+02.bin,train,1167,961.825734238,fp16,fp32,fp32,fp32,ok,1,2,78.505661,2.05582321955e-07,2.34514543352e-07,1.00028939825,8375778
