file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp32,fp32,fp64,fp64,ok,0,0,277.562853333,9.26145660673e-08,9.27202733393e-09,1.0002924728,27147144
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp32,fp32,fp64,fp64,ok,0,0,130.050686667,5.13561530918e-08,1.0102914954e-08,1.00000024106,16542264
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp32,fp32,fp64,fp64,ok,0,0,259.193749667,4.86398939381e-07,4.04695877524e-07,1.42050664254,25969044
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp32,fp32,fp64,fp64,ok,0,0,128.403041,5.93469133355e-08,1.01156779819e-08,1.00000525085,16598664
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp32,fp32,fp64,fp64,ok,0,0,94.850466,8.67487772671e-08,1.03734001355e-08,1.00053258922,13460724
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp32,fp32,fp64,fp64,ok,0,0,250.672809667,5.42229767873e-08,8.71469764748e-09,1.0000013991,25722504
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp32,fp32,fp64,fp64,ok,0,0,261.197032,1.43702725224e-07,1.34802566779e-08,1.00367898194,26110452
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp32,fp32,fp64,fp64,ok,0,0,111.541264667,7.18515489555e-08,1.02281438802e-08,1.00002706255,14975220
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp32,fp32,fp64,fp64,ok,0,0,202.785298667,1.09520358011e-07,1.14853425836e-08,1.00096185619,21970260
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp32,fp32,fp64,fp64,ok,0,0,210.136375667,6.43510977328e-08,9.4336972194e-09,1.00003772779,22525752
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp32,fp32,fp64,fp64,ok,0,0,92.8953103333,1.40916855332e-07,9.94513354466e-09,1.00239078379,13207764
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp32,fp32,fp64,fp64,ok,0,0,194.966253667,5.23308484514e-08,9.38985715755e-09,1.00000196352,21518004
