file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp64,fp64,fp64,fp64,ok,0,0,478.662353667,1.47585497821e-15,3.74839994769e-16,1.0002924728,36324336
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp64,fp64,fp64,fp64,ok,0,0,225.356466667,1.16875540394e-15,5.09385645592e-16,1.00000024106,22156776
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp64,fp64,fp64,fp64,ok,0,0,455.620836333,1.18520756362e-15,7.38440890598e-16,1.42050664254,34750764
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp64,fp64,fp64,fp64,ok,0,0,221.934584,1.27690537741e-15,7.6404424496e-16,1.00000525085,22232144
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp64,fp64,fp64,fp64,ok,0,0,164.666424,1.1731687379e-15,3.29485301179e-16,1.00053258922,18038396
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp64,fp64,fp64,fp64,ok,0,0,438.539578333,1.37577604593e-15,7.67605576694e-16,1.0000013991,34421456
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp64,fp64,fp64,fp64,ok,0,0,460.157343333,1.44326353455e-15,6.42563657846e-16,1.00367898194,34939644
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp64,fp64,fp64,fp64,ok,0,0,192.259608333,1.21437084634e-15,1.01439430895e-15,1.00002706255,20062596
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp64,fp64,fp64,fp64,ok,0,0,348.880013,1.33244495634e-15,5.44995485641e-16,1.00096185619,29409140
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp64,fp64,fp64,fp64,ok,0,0,365.071030333,1.3900415815e-15,9.46609782667e-16,1.00003772779,30151224
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp64,fp64,fp64,fp64,ok,0,0,160.430544667,1.16789008772e-15,4.62357935322e-16,1.00239078379,17700276
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp64,fp64,fp64,fp64,ok,0,0,335.734370333,1.35389847981e-15,5.97448172903e-16,1.00000196352,28804956
train_012_n1167_k9.62e+02.bin,train,1167,961.825734238,fp64,fp64,fp64,fp64,ok,0,0,225.850996333,1.28084576572e-15,3.97720824645e-16,1.00028939825,22194444
train_013_n1453_k1.60e+04.bin,train,1453,16030.2719896,fp64,fp64,fp64,fp64,ok,0,0,445.930876333,1.41671911445e-15,1.00070401756e-15,1.00002635834,34280804
train_014_n1193_k5.15e+01.bin,train,1193,51.4924801273,fp64,fp64,fp64,fp64,ok,0,0,241.698842333,1.26451886878e-15,7.53178475871e-16,1.00663747003,23185044
train_015_n1120_k8.22e+04.bin,train,1120,82158.1891322,fp64,fp64,fp64,fp64,ok,0,0,197.775051667,1.17678253459e-15,5.94131581135e-16,1.00000325711,20458640
train_016_n1164_k2.41e+02.bin,train,1164,241.41921742,fp64,fp64,fp64,fp64,ok,0,0,223.197780667,1.24729830343e-15,3.72322183756e-16,1.00191816279,22081536
train_017_n1362_k5.99e+03.bin,train,1362,5994.90361149,fp64,fp64,fp64,fp64,ok,0,0,362.389526333,1.37132615353e-15,7.12275670006e-16,1.00004612996,30151224
train_018_n1245_k9.97e+00.bin,train,1245,9.9712089599,fp64,fp64,fp64,fp64,ok,0,0,274.672346667,1.29295316954e-15,7.09535208446e-16,1.02993293238,25231140
train_019_n1231_k3.26e+05.bin,train,1231,326255.828043,fp64,fp64,fp64,fp64,ok,0,0,264.947593333,1.23878968914e-15,5.93428381836e-16,1.00000125177,24671756
train_020_n1047_k4.18e+01.bin,train,1047,41.8212485998,fp64,fp64,fp64,fp64,ok,0,0,162.474796667,1.23940127344e-15,4.20007169325e-16,1.00612504901,17902764
train_021_n1222_k3.40e+04.bin,train,1222,33986.2983302,fp64,fp64,fp64,fp64,ok,0,0,259.18611,1.30669448092e-15,6.69932229742e-16,1.00000630063,24315464
train_022_n1180_k1.64e+02.bin,train,1180,163.915320188,fp64,fp64,fp64,fp64,ok,0,0,232.256482333,1.19703542807e-15,4.65360678016e-16,1.00190579682,22687040
train_023_n1355_k3.33e+04.bin,train,1355,33321.3296494,fp64,fp64,fp64,fp64,ok,0,0,358.576415333,1.26177703082e-15,6.59879364589e-16,1.00000658316,29844540
train_024_n1362_k1.30e+01.bin,train,1362,12.9590528983,fp64,fp64,fp64,fp64,ok,0,0,373.659807667,1.34344681709e-15,4.24318867133e-16,1.02561748,30151224
train_025_n1487_k6.94e+05.bin,train,1487,694282.361531,fp64,fp64,fp64,fp64,ok,0,0,479.256034333,1.4043700706e-15,3.76541012529e-16,1.00000029596,35891724
train_026_n1010_k2.42e+02.bin,train,1010,242.281963241,fp64,fp64,fp64,fp64,ok,0,0,146.349522333,1.2368976918e-15,3.41084374779e-16,1.00125236538,16672440
train_027_n1427_k5.10e+04.bin,train,1427,50967.9683153,fp64,fp64,fp64,fp64,ok,0,0,420.920956333,1.29429500995e-15,8.5258078181e-16,1.00001056732,33073884
train_028_n1296_k5.30e+00.bin,train,1296,5.29693048152,fp64,fp64,fp64,fp64,ok,0,0,305.567767,1.33767966992e-15,4.57454354354e-16,1.07327356543,27321936
train_029_n1484_k2.59e+04.bin,train,1484,25901.2051887,fp64,fp64,fp64,fp64,ok,0,0,473.579715333,1.49272256386e-15,7.04051898657e-16,1.00001171509,35748096
train_030_n1039_k3.84e+01.bin,train,1039,38.3622147846,fp64,fp64,fp64,fp64,ok,0,0,159.20931,1.21861163172e-15,4.28150434162e-16,1.00572934488,17633036
train_031_n1209_k3.30e+03.bin,train,1209,3301.6017695,fp64,fp64,fp64,fp64,ok,0,0,251.408156333,1.28643011897e-15,1.09085195856e-15,1.00007018739,23805396
train_032_n1288_k7.83e+00.bin,train,1288,7.83398475063,fp64,fp64,fp64,fp64,ok,0,0,297.723775,1.32882191397e-15,6.63237354308e-16,1.04532351418,26988464
train_033_n1434_k7.00e+03.bin,train,1434,6997.04938809,fp64,fp64,fp64,fp64,ok,0,0,424.881476333,1.4467922015e-15,7.85692358187e-16,1.00004170684,33396696
train_034_n1117_k9.39e+00.bin,train,1117,9.38756137919,fp64,fp64,fp64,fp64,ok,0,0,196.510798333,1.19697771439e-15,5.59608224352e-16,1.01974573734,20350244
train_035_n1413_k1.58e+03.bin,train,1413,1580.00543338,fp64,fp64,fp64,fp64,ok,0,0,407.424556667,1.32237769046e-15,6.49327993801e-16,1.0002223453,32432964
