file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp16,fp64,fp64,fp64,ok,1,2,156.843557667,1.42132581922e-11,7.3445126284e-12,1.0002924728,22896240
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp16,fp64,fp64,fp64,ok,1,3,78.3253036667,5.1434835302e-09,6.93880424278e-11,1.00000024106,13999440
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp16,fp64,fp64,fp64,ok,1,2,148.776003667,3.05345105579e-12,2.0022141007e-12,1.42050664254,21908550
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp16,fp64,fp64,fp64,ok,1,2,75.292581,8.16971389921e-09,1.59091021777e-10,1.00000525085,14046800
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp16,fp64,fp64,fp64,ok,1,2,56.1370916667,1.22329207816e-11,7.72309427396e-12,1.00053258922,11410790
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp16,fp64,fp64,fp64,ok,2,4,147.247195,1.58308416633e-13,8.10250330955e-15,1.0000013991,21701840
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp16,fp64,fp64,fp64,ok,1,2,145.668162,9.61596667333e-12,9.52283356946e-12,1.00367898194,22027110
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp16,fp64,fp64,fp64,ok,1,2,68.7764746667,2.39887724655e-09,5.81384492109e-12,1.00002706255,12683310
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp16,fp64,fp64,fp64,ok,1,2,114.354587667,1.16126656858e-11,5.24048793767e-12,1.00096185619,18554990
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp16,fp64,fp64,fp64,ok,1,2,120.093618667,2.49844330687e-09,2.12101174296e-11,1.00003772779,19020960
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp16,fp64,fp64,fp64,ok,1,2,55.2270403333,1.14952028175e-11,6.59461123147e-12,1.00239078379,11198190
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp16,fp64,fp64,fp64,ok,2,4,116.157655667,1.74612595084e-13,2.38979269161e-15,1.00000196352,18175590
train_012_n1167_k9.62e+02.bin,train,1167,961.825734238,fp16,fp64,fp64,fp64,ok,1,2,78.409647,1.67066356578e-11,3.92856698958e-12,1.00028939825,14023110
train_013_n1453_k1.60e+04.bin,train,1453,16030.2719896,fp16,fp64,fp64,fp64,ok,1,2,141.369100333,5.80347558264e-09,6.40722012279e-11,1.00002635834,21613550
train_014_n1193_k5.15e+01.bin,train,1193,51.4924801273,fp16,fp64,fp64,fp64,ok,1,2,84.9073813333,1.02606933504e-11,1.28379647801e-11,1.00663747003,14645550
train_015_n1120_k8.22e+04.bin,train,1120,82158.1891322,fp16,fp64,fp64,fp64,ok,1,2,67.612899,7.61925008037e-09,2.63080687013e-10,1.00000325711,12932240
