step,file,target_cond,target_bucket,state_cond,state_bucket,bucket,state_idx,cond_bin,norm_bin,condition_log10,target_condition_log10,a_norm_log10,a_norm_inf,epsilon,action_index,selected_action,uf,ug,u,ur,reward,train_loss,accuracy_reward,precision_reward,iteration_penalty,speedup,memory_ratio,valid
31,train_030_n1039_k3.84e+01.bin,38.36221478461,1e1-1e2,41.84738137958925,1e1-1e2,1e1-1e2,20,2,0,1.6216682869893526,1.5839036725593187,0.0024811220320108064,1.00572934488,0.7,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.627779376473534,5.691545977660608,20.0,3.1277793764735353,1.0,3.140084722394612,0.6326709705577644,1
32,train_031_n1209_k3.30e+03.bin,3301.6017695,1e3-1e4,3433.0594007893123,1e3-1e4,1e3-1e4,50,5,0,3.5356813179063318,3.5187246886304084,3.048092650035584e-05,1.00007018739,0.69,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,13.67212967213246,3.3705140611210958,15.012244486978886,1.1598851851535739,5.0,1.9196669139531128,0.7543950119544325,1
33,train_032_n1288_k7.83e+00.bin,7.833984750627,1e0-1e1,9.310600651234333,1e0-1e1,1e0-1e1,1,0,1,0.9689776993596534,0.8939827218295402,0.01925071980536124,1.04532351418,0.6799999999999999,7,fp16_fp32_fp32_fp64,fp16,fp32,fp32,fp64,20.32140443811872,10.16070221905936,15.37607149507844,5.44533294304028,1.0,3.1976794543903084,0.8692890414215496,1
34,train_033_n1434_k7.00e+03.bin,6997.049388092,1e3-1e4,7228.026304973359,1e3-1e4,1e3-1e4,50,5,0,3.8590197244207136,3.8449149393544917,1.8112672761094076e-05,1.00004170684,0.6699999999999999,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,20.05828239767602,10.02914119883801,18.870699209077706,1.6875831885983124,1.0,3.344296451073025,0.6305581845581372,1
35,train_034_n1117_k9.39e+00.bin,9.387561379187,1e0-1e1,10.762089723947154,1e1-1e2,1e0-1e1,10,1,0,1.0318966084550123,0.9725527895919928,0.008491898589685843,1.01974573734,0.6599999999999999,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,23.535638410871215,5.905065480271288,20.0,4.035638410871217,1.0,3.150404619912328,0.632135418130613,1
36,train_035_n1413_k1.58e+03.bin,1580.005433378,1e3-1e4,1670.3240219866123,1e3-1e4,1e3-1e4,40,4,0,3.2228007270223524,3.1986585804240595,9.655260325612696e-05,1.0002223453,0.65,4,fp32_fp32_fp32_fp32,fp32,fp32,fp32,fp32,14.37365965774374,7.18682982887187,14.732076655022595,2.141583002721145,5.0,1.925293746614108,0.5000871335718807,1
37,train_036_n1202_k6.41e+01.bin,64.07670136394,1e1-1e2,69.50012603657237,1e1-1e2,1e1-1e2,20,2,0,1.8419855921719595,1.8067001463921573,0.0018312624138272999,1.00422554006,0.64,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.385306675229565,2.724536638208317,20.0,2.8853066752295637,1.0,3.190076262161984,0.6316309057958821,1
38,train_037_n1488_k2.06e+05.bin,206019.8113005,1e5-1e6,211303.81726173853,1e5-1e6,1e5-1e6,70,7,0,5.3249073427727796,5.313908985052584,5.172487628486692e-07,1.00000119101,0.63,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.13242033174931,4.516304192500703,20.0,0.6324203317493088,5.0,1.0,1.0,1
39,train_038_n1185_k7.12e+00.bin,7.122301539604,1e0-1e1,8.510074182328378,1e0-1e1,1e0-1e1,1,0,1,0.9299333458466855,0.8526203566190359,0.020562778920780032,1.04848634532,0.62,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,18.59220513697919,9.296102568489594,14.467235216653622,7.078415218129826,5.906890595608519,1.9502614981079678,0.8648776944078007,1
40,train_039_n1340_k3.31e+05.bin,330780.4041671,1e5-1e6,337544.35092544084,1e5-1e6,1e5-1e6,80,8,0,5.528330844120312,5.519539773509972,3.650547592477276e-07,1.00000084057,0.61,11,fp16_fp16_fp32_fp32,fp16,fp16,fp32,fp32,12.83770706148197,6.418853530740985,14.005462573224925,2.2856897860613064,6.906890595608519,1.5640936828577416,0.37361403422232453,1
41,train_040_n1201_k7.06e+02.bin,705.8266917525,1e2-1e3,732.0882561617256,1e2-1e3,1e2-1e3,40,4,0,2.8645634401479705,2.848698077744035,0.0001770589512765473,1.00040777642,0.6,7,fp16_fp32_fp32_fp64,fp16,fp32,fp32,fp64,17.903660859834268,8.951830429917134,15.629288205202867,2.7743726546314003,1.0,3.22536292877435,0.8688747637927257,1
42,train_041_n1263_k1.83e+05.bin,183402.1479875,1e5-1e6,187975.84191806073,1e5-1e6,1e5-1e6,70,7,0,5.274102038647548,5.263404417777053,5.836436190867533e-07,1.00000134389,0.5900000000000001,14,fp16_fp16_fp16_fp16,fp16,fp16,fp16,fp16,-4.6959684586501265,2.3479842293250632,-5.0,3.3152154478641007,6.022367813028454,1.1334428756684045,0.2501459577672414,0
43,train_042_n1468_k1.16e+02.bin,115.9442752865,1e2-1e3,126.61446492307577,1e2-1e3,1e2-1e3,20,2,0,2.1024833239863705,2.064249310344765,0.0012322344452616145,1.00284135368,0.5800000000000001,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.14304402109206,1.2411369920354076,20.0,2.643044021092061,1.0,3.389288275424879,0.6304294539128653,1
44,train_043_n1451_k4.77e+04.bin,47747.20041894,1e4-1e5,49227.998535560306,1e4-1e5,1e4-1e5,60,6,0,4.692212179005912,4.678947912500921,3.0211243117249462e-06,1.00000695642,0.5700000000000001,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,13.935539418358365,6.967769709179183,14.781543206159212,2.39992276036399,6.491853096329675,1.8887731674707569,0.8667361897711646,1
45,train_044_n1084_k3.21e+02.bin,321.394300582,1e2-1e3,336.837513605005,1e2-1e3,1e2-1e3,30,3,0,2.527420452911931,2.5070381709720224,0.00041052801870275507,1.00094572261,0.56,12,fp16_fp16_fp16_fp64,fp16,fp16,fp16,fp64,-4.1013664464574,2.0506832232287,-5.0,4.705988475600205,7.614709844115208,0.4308738026220648,0.7410444317995989,0
46,train_045_n1124_k3.72e+03.bin,3717.06671101,1e3-1e4,3871.406943278488,1e3-1e4,1e3-1e4,50,5,0,3.587868824620765,3.5702003555438124,2.5723351565528223e-05,1.00005923196,0.55,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,13.69588542844479,1.6971349087167127,15.049194063385489,1.1466913650593,5.0,1.925479628956208,0.7547273255335374,1
47,train_046_n1238_k1.71e+02.bin,171.3328272684,1e2-1e3,183.1447992271888,1e2-1e3,1e2-1e3,30,3,0,2.262794590491675,2.233840581504022,0.00046270627787893895,1.00106598834,0.54,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.725942942181117,4.724730644027554,20.0,1.2259429421811179,5.0,1.0,1.0,1
48,train_047_n1355_k7.64e+04.bin,76389.75641126,1e4-1e5,78118.03474472371,1e4-1e5,1e4-1e5,70,7,0,4.892751308985275,4.883035125168218,1.4037721281323658e-06,1.00000323231,0.53,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.178800069824906,2.2813419652881493,20.0,0.6788000698249042,5.0,1.0,1.0,1
49,train_048_n1290_k3.27e+01.bin,32.69901493731,1e1-1e2,35.75157946567995,1e1-1e2,1e1-1e2,10,1,0,1.5532952332161654,1.514534669671466,0.0031588402326753256,1.00730001457,0.52,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,14.168211172590464,7.084105586295232,14.607787647422663,2.0604235251678,5.0,1.9226258569830417,0.7541190707323235,1
50,train_049_n1307_k4.35e+04.bin,43493.57240135,1e4-1e5,44675.08932939212,1e4-1e5,1e4-1e5,60,6,0,4.650065429565444,4.638425080474614,1.934008909395011e-06,1.00000445323,0.51,9,fp16_fp16_fp64_fp64,fp16,fp16,fp64,fp64,13.715369381193389,6.857684690596694,14.766631079086977,2.194664850271248,6.491853096329675,0.9309884235728627,0.6204541321987442,1
51,train_000_n1496_k5.89e+02.bin,589.1606355259,1e2-1e3,629.2204579766856,1e2-1e3,1e2-1e3,30,3,0,2.7988028344883555,2.77023372197067,0.0001270007519192098,1.0002924728,0.5,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.552963308252018,2.2758755050492265,20.0,1.0529633082520176,5.0,1.0,1.0,1
52,train_001_n1166_k8.83e+05.bin,883352.8584935,1e5-1e6,897225.4101848849,1e5-1e6,1e5-1e6,90,9,0,5.952901564673314,5.946134218736696,1.046910151724176e-07,1.00000024106,0.49,10,fp16_fp16_fp32_fp64,fp16,fp16,fp32,fp64,12.708687943594706,6.354343971797353,14.358324821096764,1.964772467745882,7.22881869049588,1.2031641709045564,0.8647124473343956,1
53,train_002_n1463_k1.20e+00.bin,1.20373378229,1e0-1e1,2.2922522802291896,1e0-1e1,1e0-1e1,9,0,9,0.3602624134184012,0.0805304489928956,0.15244326890142054,1.42050664254,0.48,11,fp16_fp16_fp32_fp32,fp16,fp16,fp32,fp32,20.896353869848056,5.224088467462014,12.380048784756873,10.969750382895441,4.906890595608519,2.7706239258785574,0.37373129408032585,1
54,train_003_n1168_k6.42e+04.bin,64242.18438621,1e4-1e5,66040.35914030366,1e4-1e5,1e4-1e5,70,7,0,4.819809426374947,4.807820299561233,2.280409193227136e-06,1.00000525085,0.47,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.187307728990625,1.144924812226936,20.0,0.6873077289906255,5.0,1.0,1.0,1
55,train_004_n1051_k5.34e+02.bin,533.8090573921,1e2-1e3,555.4169557964927,1e2-1e3,1e2-1e3,30,3,0,2.7446191337801924,2.7273859383949843,0.00023123898713578605,1.00053258922,0.45999999999999996,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.568199423518408,1.1455558101578092,20.0,1.0681994235184076,5.0,1.0,1.0,1
56,train_005_n1456_k2.26e+05.bin,226476.994003,1e5-1e6,230669.9427856266,1e5-1e6,1e5-1e6,80,8,0,5.3629910079030605,5.3550240920662775,6.076209846030389e-07,1.0000013991,0.44999999999999996,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,13.850512983372692,6.925256491686346,15.325564319712072,1.0249486636606198,5.0,1.9517155489776545,0.7472811144304877,1
57,train_006_n1467_k7.95e+01.bin,79.52408458349,1e1-1e2,86.14487064650653,1e1-1e2,1e1-1e2,20,2,0,1.9352294232090328,1.9004986785637188,0.0015948296762970367,1.00367898194,0.43999999999999995,8,fp16_fp32_fp32_fp32,fp16,fp32,fp32,fp32,16.7869263005232,8.3934631502616,13.204584865504534,4.082341435018666,1.0,3.4361553929921302,0.37689502503231,1
58,train_007_n1109_k1.03e+04.bin,10291.97878604,1e4-1e5,10541.827855993268,1e4-1e5,1e4-1e5,50,5,0,4.022915920074478,4.012498882365819,1.1752957099482937e-05,1.00002706255,0.43000000000000005,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,13.681140643444419,0.841195061858171,15.133767036374486,1.0473736070699318,5.0,1.9133504366776153,0.7547912543321911,1
59,train_008_n1345_k2.65e+02.bin,265.0284519255,1e2-1e3,274.75120128585274,1e2-1e3,1e2-1e3,30,3,0,2.438939599951494,2.423292499789481,0.0004175280668984682,1.00096185619,0.42000000000000004,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.66314924520815,0.6202528159237772,20.0,1.1631492452081509,5.0,1.0,1.0,1
60,train_009_n1362_k9.76e+03.bin,9759.800763568,1e3-1e4,10070.537057854874,1e4-1e5,1e3-1e4,50,5,0,4.003052631928334,3.9894409520758938,1.63846619348528e-05,1.00003772779,0.41000000000000003,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,13.768294032172836,0.4641742252932932,15.216762107114977,1.0515319250578594,5.0,1.9166949358083003,0.7539013341547925,1
61,train_010_n1041_k1.75e+02.bin,174.5623880705,1e2-1e3,181.8952145308208,1e2-1e3,1e2-1e3,30,3,0,2.259821273388956,2.241950674575307,0.0010370650017088874,1.00239078379,0.4,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.727061137570143,0.3420823541428817,20.0,1.2270611375701417,5.0,1.0,1.0,1
62,train_011_n1331_k1.45e+05.bin,144916.2534506,1e5-1e6,148062.03890188495,1e5-1e6,1e5-1e6,70,7,0,5.170443725579352,5.161117097603989,8.527450638836948e-07,1.00000196352,0.39,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,13.865515190060211,6.932757595030106,15.308583238246253,1.0569319518139593,5.0,1.9140444169911415,0.7470243662236457,1
63,train_012_n1167_k9.62e+02.bin,961.825734238,1e2-1e3,998.9953479459712,1e2-1e3,1e2-1e3,40,4,0,2.9995634658374954,2.9830963927087226,0.00012566588018151495,1.00028939825,0.38,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.500109145452058,4.625027286363014,20.0,1.0001091454520559,5.0,1.0,1.0,1
64,train_013_n1453_k1.60e+04.bin,16030.27198957,1e4-1e5,16517.32508544484,1e4-1e5,1e4-1e5,60,6,0,4.2179397164291474,4.204940891198016,1.1447130751100213e-05,1.00002635834,0.37,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.266586089027754,9.133293044513877,20.0,0.7665860890277525,5.0,1.0,1.0,1
65,train_014_n1193_k5.15e+01.bin,51.49248012733,1e1-1e2,55.34118327470545,1e1-1e2,1e1-1e2,20,2,0,1.7430484407496614,1.7117438100574562,0.0028730920897286766,1.00663747003,0.36,5,fp16_fp64_fp64_fp64,fp16,fp64,fp64,fp64,22.48937484230464,0.7937339066239915,20.0,2.9893748423046373,1.0,3.162198947865268,0.6316809232710535,1
66,train_015_n1120_k8.22e+04.bin,82158.18913225,1e4-1e5,83457.20541587894,1e4-1e5,1e4-1e5,70,7,0,4.921463838166455,4.914650858309057,1.4145425962633488e-06,1.00000325711,0.35,2,fp32_fp32_fp64_fp64,fp32,fp32,fp64,fp64,13.897653391171012,3.4824478980704523,15.296280604192345,1.101372786978667,5.0,1.9035990609725455,0.7464601752609167,1
67,train_016_n1164_k2.41e+02.bin,241.4192174201,1e2-1e3,254.5302793781843,1e2-1e3,1e2-1e3,30,3,0,2.4057394541959454,2.38277183778833,0.0008322495749394081,1.00191816279,0.33999999999999997,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.674487964741964,0.14475459065735308,20.0,1.174487964741963,5.0,1.0,1.0,1
68,train_017_n1362_k5.99e+03.bin,5994.903611494,1e3-1e4,6261.789252675165,1e3-1e4,1e3-1e4,50,5,0,3.7966984468739264,3.777782204727144,2.003352500915359e-05,1.00004612996,0.32999999999999996,1,fp32_fp64_fp64_fp64,fp32,fp64,fp64,fp64,13.862203099780537,0.2790416464504979,15.265434223545265,1.096768876235272,5.0,1.912900879360091,0.7539013341547925,1
69,train_018_n1245_k9.97e+00.bin,9.971208959897,1e0-1e1,11.896415280792484,1e1-1e2,1e0-1e1,10,1,0,1.0754161161568594,0.9987478175675523,0.01280894504923501,1.02993293238,0.31999999999999995,6,fp16_fp32_fp64_fp64,fp16,fp32,fp64,fp64,23.73524689092056,11.86762344546028,19.676705839048754,4.558541051871807,1.0,3.0891549465290002,0.623951593150369,1
70,train_019_n1231_k3.26e+05.bin,326255.828043,1e5-1e6,336608.4486890874,1e5-1e6,1e5-1e6,80,8,0,5.527125012332027,5.5135582783978565,5.436364634012474e-07,1.00000125177,0.31000000000000005,0,fp64_fp64_fp64_fp64,fp64,fp64,fp64,fp64,18.11282723901298,2.262127412205931,20.0,0.6128272390129802,5.0,1.0,1.0,1
