file,split,n,target_cond,uf,ug,u,ur,status,outer_iters,gmres_iterations,avg_ms,rel_error,backward_error,a_norm_inf,memory_bytes
train_000_n1496_k5.89e+02.bin,train,1496,589.160635526,fp32,fp32,fp32,fp32,ok,0,0,277.397193667,9.59728676406e-08,2.17727119165e-08,1.0002924728,18165160
train_001_n1166_k8.83e+05.bin,train,1166,883352.858493,fp32,fp32,fp32,fp32,ok,0,0,129.811389667,5.83450193329e-08,1.30040244659e-08,1.00000024106,11080720
train_002_n1463_k1.20e+00.bin,train,1463,1.20373378229,fp32,fp32,fp32,fp32,ok,0,0,258.140347,4.86751434666e-07,4.04241024728e-07,1.42050664254,17378308
train_003_n1168_k6.42e+04.bin,train,1168,64242.1843862,fp32,fp32,fp32,fp32,ok,0,0,127.791851333,6.69617296288e-08,1.16872816939e-08,1.00000525085,11118408
train_004_n1051_k5.34e+02.bin,train,1051,533.809057392,fp32,fp32,fp32,fp32,ok,0,0,94.726927,8.9732218205e-08,1.86367296241e-08,1.00053258922,9021300
train_005_n1456_k2.26e+05.bin,train,1456,226476.994003,fp32,fp32,fp32,fp32,ok,0,0,250.782117333,6.02135656947e-08,1.36748902364e-08,1.0000013991,17213640
train_006_n1467_k7.95e+01.bin,train,1467,79.5240845835,fp32,fp32,fp32,fp32,ok,0,0,260.940478,1.46300885426e-07,2.75055936908e-08,1.00367898194,17472756
train_007_n1109_k1.03e+04.bin,train,1109,10291.978786,fp32,fp32,fp32,fp32,ok,0,0,110.620904667,7.77219562906e-08,2.11366767225e-08,1.00002706255,10033516
train_008_n1345_k2.65e+02.bin,train,1345,265.028451926,fp32,fp32,fp32,fp32,ok,0,0,201.878175333,1.13439484443e-07,2.27850587643e-08,1.00096185619,14707260
train_009_n1362_k9.76e+03.bin,train,1362,9759.80076357,fp32,fp32,fp32,fp32,ok,0,0,209.887840333,7.00091159813e-08,2.02138374035e-08,1.00003772779,15078336
train_010_n1041_k1.75e+02.bin,train,1041,174.562388071,fp32,fp32,fp32,fp32,ok,0,0,91.9533953333,1.39747031858e-07,1.73449081282e-08,1.00239078379,8852220
train_011_n1331_k1.45e+05.bin,train,1331,144916.253451,fp32,fp32,fp32,fp32,ok,0,0,193.887560667,5.9889926737e-08,1.35026287453e-08,1.00000196352,14405140
train_012_n1167_k9.62e+02.bin,train,1167,961.825734238,fp32,fp32,fp32,fp32,ok,0,0,129.875121333,1.05162492457e-07,2.65660386577e-08,1.00028939825,11099556
train_013_n1453_k1.60e+04.bin,train,1453,16030.2719896,fp32,fp32,fp32,fp32,ok,0,0,253.557074333,6.64112232565e-08,1.23046582133e-08,1.00002635834,17143308
train_014_n1193_k5.15e+01.bin,train,1193,51.4924801273,fp32,fp32,fp32,fp32,ok,0,0,138.908231333,1.58951496987e-07,1.93067160098e-08,1.00663747003,11594908
train_015_n1120_k8.22e+04.bin,train,1120,82158.1891322,fp32,fp32,fp32,fp32,ok,0,0,114.525787667,5.79182927665e-08,1.33862820299e-08,1.00000325711,10231560
train_016_n1164_k2.41e+02.bin,train,1164,241.41921742,fp32,fp32,fp32,fp32,ok,0,0,128.336274,1.16851951348e-07,1.28164182586e-08,1.00191816279,11043096
train_017_n1362_k5.99e+03.bin,train,1362,5994.90361149,fp32,fp32,fp32,fp32,ok,0,0,209.737324667,7.30967535436e-08,1.39782453228e-08,1.00004612996,15078336
train_018_n1245_k9.97e+00.bin,train,1245,9.9712089599,fp32,fp32,fp32,fp32,ok,0,0,158.859575667,2.87532092311e-07,1.05086787819e-07,1.02993293238,12618060
train_019_n1231_k3.26e+05.bin,train,1231,326255.828043,fp32,fp32,fp32,fp32,ok,0,0,153.724198333,5.99224395352e-08,1.19273648693e-08,1.00000125177,12338340
train_020_n1047_k4.18e+01.bin,train,1047,41.8212485998,fp32,fp32,fp32,fp32,ok,0,0,93.665146,1.49527278414e-07,2.22692836047e-08,1.00612504901,8953476
train_021_n1222_k3.40e+04.bin,train,1222,33986.2983302,fp32,fp32,fp32,fp32,ok,0,0,149.927534,6.18918608448e-08,1.09513250975e-08,1.00000630063,12160176
train_022_n1180_k1.64e+02.bin,train,1180,163.915320188,fp32,fp32,fp32,fp32,ok,0,0,134.157708667,1.19369479369e-07,1.98593421619e-08,1.00190579682,11345880
train_023_n1355_k3.33e+04.bin,train,1355,33321.3296494,fp32,fp32,fp32,fp32,ok,0,0,205.683082333,7.60496434424e-08,1.43269227023e-08,1.00000658316,14924980
train_024_n1362_k1.30e+01.bin,train,1362,12.9590528983,fp32,fp32,fp32,fp32,ok,0,0,209.786587,2.55689450522e-07,4.16285059488e-08,1.02561748,15078336
train_025_n1487_k6.94e+05.bin,train,1487,694282.361531,fp32,fp32,fp32,fp32,ok,0,0,271.961162667,5.4285799045e-08,1.56052586486e-08,1.00000029596,17948836
train_026_n1010_k2.42e+02.bin,train,1010,242.281963241,fp32,fp32,fp32,fp32,ok,0,0,83.8368403333,1.38454275338e-07,1.38224184231e-08,1.00125236538,8338240
train_027_n1427_k5.10e+04.bin,train,1427,50967.9683153,fp32,fp32,fp32,fp32,ok,0,0,240.789939333,6.20025769118e-08,2.73995711004e-08,1.00001056732,16539796
train_028_n1296_k5.30e+00.bin,train,1296,5.29693048152,fp32,fp32,fp32,fp32,ok,0,0,177.683834333,3.10920465119e-07,1.18234817795e-07,1.07327356543,13663560
train_029_n1484_k2.59e+04.bin,train,1484,25901.2051887,fp32,fp32,fp32,fp32,ok,0,0,270.648293333,6.55001186092e-08,1.9508943154e-08,1.00001171509,17877016
train_030_n1039_k3.84e+01.bin,train,1039,38.3622147846,fp32,fp32,fp32,fp32,ok,0,0,91.4355393333,1.72458204081e-07,2.0918590252e-08,1.00572934488,8818596
train_031_n1209_k3.30e+03.bin,train,1209,3301.6017695,fp32,fp32,fp32,fp32,ok,0,0,144.994013667,8.24450374719e-08,2.28660599116e-08,1.00007018739,11905116
train_032_n1288_k7.83e+00.bin,train,1288,7.83398475063,fp32,fp32,fp32,fp32,ok,0,0,174.811372,3.1397022811e-07,8.27335763076e-08,1.04532351418,13496808
train_033_n1434_k7.00e+03.bin,train,1434,6997.04938809,fp32,fp32,fp32,fp32,ok,0,0,244.975383667,7.52713544193e-08,1.61010017742e-08,1.00004170684,16701216
train_034_n1117_k9.39e+00.bin,train,1117,9.38756137919,fp32,fp32,fp32,fp32,ok,0,0,112.726928667,2.54540939528e-07,5.98107535982e-08,1.01974573734,10177356
train_035_n1413_k1.58e+03.bin,train,1413,1580.00543338,fp32,fp32,fp32,fp32,ok,0,0,232.819024,1.0417588572e-07,1.77891887591e-08,1.0002223453,16219308
train_036_n1202_k6.41e+01.bin,train,1202,64.0767013639,fp32,fp32,fp32,fp32,ok,0,0,142.469147,1.54433953418e-07,1.61843465165e-08,1.00422554006,11768896
train_037_n1488_k2.06e+05.bin,train,1488,206019.811301,fp32,fp32,fp32,fp32,ok,0,0,269.577758667,5.63213529373e-08,1.24775134418e-08,1.00000119101,17972808
train_038_n1185_k7.12e+00.bin,train,1185,7.1223015396,fp32,fp32,fp32,fp32,ok,0,0,136.416362667,2.60812723751e-07,5.30992789467e-08,1.04848634532,11441340
train_039_n1340_k3.31e+05.bin,train,1340,330780.404167,fp32,fp32,fp32,fp32,ok,0,0,198.766307,6.15320151646e-08,1.1929303297e-08,1.00000084057,14599000
train_040_n1201_k7.06e+02.bin,train,1201,705.826691752,fp32,fp32,fp32,fp32,ok,0,0,142.147508,1.06278383641e-07,1.11748162027e-08,1.00040777642,11749500
train_041_n1263_k1.83e+05.bin,train,1263,183402.147988,fp32,fp32,fp32,fp32,ok,0,0,165.720880667,6.06567682845e-08,9.93509314564e-09,1.00000134389,12982308
train_042_n1468_k1.16e+02.bin,train,1468,115.944275286,fp32,fp32,fp32,fp32,ok,0,0,264.051193333,1.32844220584e-07,2.03720745245e-08,1.00284135368,17496408
train_043_n1451_k4.77e+04.bin,train,1451,47747.2004189,fp32,fp32,fp32,fp32,ok,0,0,252.386532333,6.47056691157e-08,1.8134306321e-08,1.00000695642,17096500
train_044_n1084_k3.21e+02.bin,train,1084,321.394300582,fp32,fp32,fp32,fp32,ok,0,0,103.390331667,1.0361249941e-07,2.43719882331e-08,1.00094572261,9590616
train_045_n1124_k3.72e+03.bin,train,1124,3717.06671101,fp32,fp32,fp32,fp32,ok,0,0,115.428491,7.91291486444e-08,1.42951339882e-08,1.00005923196,10304056
train_046_n1238_k1.71e+02.bin,train,1238,171.332827268,fp32,fp32,fp32,fp32,ok,0,0,156.479891333,1.30051666295e-07,1.59367032245e-08,1.00106598834,12477808
train_047_n1355_k7.64e+04.bin,train,1355,76389.7564113,fp32,fp32,fp32,fp32,ok,0,0,206.303939667,5.69664427039e-08,2.32138067839e-08,1.00000323231,14924980
train_048_n1290_k3.27e+01.bin,train,1290,32.6990149373,fp32,fp32,fp32,fp32,ok,0,0,176.897837333,1.9603860947e-07,1.83812780981e-08,1.00730001457,13538400
train_049_n1307_k4.35e+04.bin,train,1307,43493.5724014,fp32,fp32,fp32,fp32,ok,0,0,183.855956,7.81335807373e-08,1.94643575658e-08,1.00000445323,13894516
